reference	text
Matthew 20:34	Yeshua, being moved with compassion, touched their eyes; and immediately their eyes received their sight, and they followed him.
Matthew 21:1	When they drew near to Yerushalayim, and came to Beit Pagi, to the Har HaZeitim, then Yeshua sent two disciples,
Matthew 21:2	"saying to them, ""Go into the village that is opposite you, and immediately you will find a donkey tied, and a colt with her. Untie them, and bring them to me."
Matthew 21:3	"If anyone says anything to you, you shall say, 'The Master needs them,' and immediately they will send them."""
Matthew 21:4	All this was done, that it might be fulfilled which was spoken through the prophet, saying,
Matthew 21:5	"""Tell the daughter of Tzion, behold, your King comes to you, humble, and riding on a donkey, on a colt, the foal of a donkey."""
Matthew 21:6	The disciples went, and did just as Yeshua commanded them,
Matthew 21:7	and brought the donkey and the colt, and laid their clothes on them; and he sat on them.
Matthew 21:8	A very great multitude spread their clothes on the road. Others cut branches from the trees, and spread them on the road.
Matthew 21:9	"The multitudes who went before him, and who followed kept shouting, ""Hosanna to the son of Dawid! Blessed is the one who comes in the name of YHWH! Hosanna in the highest!"""
Matthew 21:10	"When he had come into Yerushalayim, all the city was stirred up, saying, ""Who is this?"""
Matthew 21:11	"The multitudes said, ""This is the prophet, Yeshua, from Natzeret of Galil."""
Matthew 21:12	Yeshua entered into the temple of Elohim, and drove out all of those who sold and bought in the temple, and overthrew the money changers' tables and the seats of those who sold the doves.
Matthew 21:13	"He said to them, ""It is written, 'My house shall be called a house of prayer,' but you have made it a den of robbers!"""
Matthew 21:14	The blind and the lame came to him in the temple, and he healed them.
Matthew 21:15	"But when the chief priests and the scribes saw the wonderful things that he did, and the children who were crying in the temple and saying, ""Hosanna to the son of Dawid!"" they were indignant,"
Matthew 21:16	"and said to him, ""Do you hear what these are saying?"" Yeshua said to them, ""Yes. Did you never read, 'Out of the mouth of babes and nursing babies you have perfected praise?'"""
Matthew 21:17	He left them, and went out of the city to Beit Anya, and lodged there.
Matthew 21:18	Now in the morning, as he returned to the city, he was hungry.
Matthew 21:19	"Seeing a fig tree by the road, he came to it, and found nothing on it but leaves. He said to it, ""Let there be no fruit from you forever!"" Immediately the fig tree withered away."
Matthew 21:20	"When the disciples saw it, they marveled, saying, ""How did the fig tree immediately wither away?"""
Matthew 21:21	"Yeshua answered them, ""Most certainly I tell you, if you have faith, and don't doubt, you will not only do what was done to the fig tree, but even if you told this mountain, 'Be taken up and cast into the sea,' it would be done."
Matthew 21:22	"All things, whatever you ask in prayer, believing, you will receive."""
Matthew 21:23	"When he had come into the temple, the chief priests and the elders of the people came to him as he was teaching, and said, ""By what authority do you do these things? Who gave you this authority?"""
Matthew 21:24	"Yeshua answered them, ""I also will ask you one question, which if you tell me, I likewise will tell you by what authority I do these things."
Matthew 21:25	"The immersion of Yochanan, where was it from? From heaven or from people?"" They reasoned with themselves, saying, ""If we say, 'From heaven,' he will ask us, 'Why then did you not trust him?'"
Matthew 21:26	"But if we say, 'From people,' we fear the multitude, for all hold Yochanan as a prophet."""
Matthew 21:27	"They answered Yeshua, and said, ""We don't know."" He also said to them, ""Neither will I tell you by what authority I do these things."
Matthew 21:28	But what do you think? A person had two sons, and they came to the first, and said, 'Son, go work today in my vineyard.'
Matthew 21:29	He answered, 'I will not,' but afterward he changed his mind, and went.
Matthew 21:30	He came to the second, and said the same thing. He answered, 'I go, sir,' but he didn't go.
Matthew 21:31	"Which of the two did the will of his father?"" They said to him, ""The first."" Yeshua said to them, ""Most certainly I tell you that the tax collectors and the prostitutes are entering into the reign of Elohim before you."
Matthew 21:32	For Yochanan came to you in the way of righteousness, and you didn't trust him, but the tax collectors and the prostitutes believed him. When you saw it, you didn't even turn back afterward, that you might trust him.
Matthew 21:33	"""Hear another parable. There was a person who was a master of a household, who planted a vineyard, set a hedge about it, dug a winepress in it, built a tower, leased it out to farmers, and went into another country."
Matthew 21:34	When the season for the fruit drew near, he sent his servants to the farmers, to receive his fruit.
Matthew 21:35	The farmers took his servants, beat one, killed another, and stoned another.
Matthew 21:36	Again, he sent other servants more than the first: and they treated them the same way.
Matthew 21:37	But afterward he sent to them his son, saying, 'They will respect my son.'
Matthew 21:38	But the farmers, when they saw the son, said among themselves, 'This is the heir. Come, let's kill him, and seize his inheritance.'
Matthew 21:39	So they took him, and threw him out of the vineyard, and killed him.
Matthew 21:40	"When therefore the master of the vineyard comes, what will he do to those farmers?"""
Matthew 21:41	"They told him, ""He will miserably destroy those miserable men, and will lease out the vineyard to other farmers, who will give him the fruit in its season."""
Matthew 21:42	"Yeshua said to them, ""Did you never read in the Scriptures, 'The stone which the builders rejected, the same was made the head of the corner. This was from God. It is marvelous in our eyes?'"
Matthew 21:43	"""Therefore I tell you, the reign of Elohim will be taken away from you, and will be given to a nation bringing forth its fruit."
Matthew 21:44	"The one who falls on this stone will be broken to pieces, but on whoever it will fall, it will scatter them as dust."""
Matthew 21:45	When the chief priests and the Pharisees heard his parables, they perceived that he spoke about them.
Matthew 21:46	When they sought to seize him, they feared the multitudes, because they considered him to be a prophet.
Matthew 22:1	Yeshua answered and spoke again in parables to them, saying,
Matthew 22:2	"""The reign of the heavens is like a certain king, who made a marriage feast for his son,"
Matthew 22:3	and sent out his servants to call those who were invited to the marriage feast, but they would not come.
Matthew 22:4	"Again he sent out other servants, saying, 'Tell those who are invited, ""Behold, I have made ready my dinner. My oxen and my fatlings are killed, and all things are ready. Come to the marriage feast!""'"
